StudentID,Year,Term,Course,FinalGrade
S10968,2029,Spring,HIST205,77.0
S11126,2030,Spring,ENG201,81.1
S10512,2027,Summer,ECON210,72.8
S10855,2029,Spring,PSY101,72.8
S11125,2030,Fall,CHEM120,69.5
S12233,2036,Spring,CHEM120,93.8
S12962,2039,Fall,CS150,86.4
S12397,2036,Summer,BIO110,78.6
S10311,2026,Summer,PSY101,82.1
S10128,2025,Summer,ECON210,72.8
S12304,2036,Fall,CHEM120,100.0
S11773,2033,Spring,CS150,84.2
S10252,2026,Spring,CHEM120,90.3
S11750,2033,Fall,CHEM120,61.0
S12730,2038,Fall,BIO110,99.2
S13128,2040,Spring,MATH101,92.6
S12645,2038,Spring,ECON210,83.1
S10930,2029,Spring,CS150,72.9
S12435,2037,Fall,MATH101,85.0
S12857,2039,Spring,BIO110,88.8
S11779,2033,Fall,PSY101,77.1
S11595,2032,Spring,CS150,73.3
S12839,2039,Spring,PSY101,89.4
S11249,2031,Summer,ECON210,67.6
S12929,2039,Summer,ENG201,98.6
S13004,2040,Fall,CS150,96.5
S12604,2038,Summer,CHEM120,84.3
S12146,2035,Fall,PSY101,72.5
S10325,2026,Summer,HIST205,63.6
S10062,2025,Summer,PSY101,63.1
S10275,2026,Fall,CHEM120,77.0
S10770,2028,Summer,PSY101,81.7
S12123,2035,Fall,ENG201,83.2
S11772,2033,Fall,CS150,77.7
S11788,2033,Fall,ENG201,85.2
S11945,2034,Spring,PSY101,81.0
S12576,2037,Fall,BIO110,99.7
S13173,2040,Fall,ENG201,98.2
S11378,2031,Summer,ECON210,75.2
S10245,2026,Summer,CHEM120,70.7
S10207,2026,Summer,HIST205,77.4
S11435,2032,Spring,HIST205,83.6
S11359,2031,Summer,PSY101,81.5
S10384,2026,Summer,BIO110,67.3
S12080,2035,Spring,PSY101,85.3
S11173,2030,Fall,CHEM120,78.2
S10422,2027,Summer,CHEM120,72.7
S11607,2033,Spring,ECON210,95.7
S11115,2030,Spring,PSY101,81.6
S10769,2028,Summer,CS150,90.5
S10399,2026,Spring,MATH101,83.2
S12116,2035,Fall,CS150,83.5
S12236,2036,Fall,BIO110,86.8
S12660,2038,Spring,HIST205,79.9
S11410,2032,Fall,ECON210,92.0
S10185,2025,Spring,ENG201,77.7
S10847,2029,Fall,BIO110,97.0
S10629,2028,Fall,ENG201,84.8
S11080,2030,Fall,HIST205,75.9
S11338,2031,Summer,PSY101,76.9
S12470,2037,Summer,ECON210,96.6
S11457,2032,Spring,BIO110,84.4
S12130,2035,Summer,CHEM120,88.8
S11441,2032,Summer,CS150,90.7
S11085,2030,Fall,CHEM120,82.1
S11848,2034,Fall,ECON210,91.8
S12184,2035,Spring,HIST205,67.6
S10934,2029,Summer,BIO110,80.9
S10292,2026,Summer,MATH101,68.6
S11046,2030,Spring,MATH101,83.9
S10811,2029,Summer,PSY101,73.8
S11622,2033,Fall,ENG201,90.0
S12649,2038,Fall,HIST205,96.6
S11537,2032,Fall,CHEM120,77.1
S10263,2026,Spring,BIO110,65.1
S12804,2039,Spring,PSY101,89.9
S11151,2030,Summer,MATH101,61.4
S13176,2040,Summer,MATH101,80.3
S10024,2025,Fall,HIST205,67.6
S12915,2039,Spring,HIST205,100.0
S11243,2031,Fall,PSY101,71.9
S12564,2037,Summer,BIO110,80.8
S11613,2033,Summer,HIST205,82.0
S10023,2025,Summer,ENG201,60.6
S10503,2027,Spring,ECON210,79.2
S10835,2029,Summer,MATH101,79.2
S11938,2034,Summer,ENG201,92.7
S10411,2027,Summer,ENG201,65.7
S11703,2033,Fall,ENG201,91.5
S11978,2034,Spring,BIO110,77.8
S12027,2035,Fall,HIST205,95.2
S11870,2034,Fall,ENG201,75.2
S12617,2038,Spring,HIST205,90.0
S12738,2038,Fall,CS150,100.0
S12787,2038,Spring,PSY101,79.0
S11108,2030,Spring,ECON210,73.7
S11221,2031,Spring,CHEM120,82.5
S10281,2026,Spring,BIO110,78.6
S12443,2037,Fall,CHEM120,93.5
S11556,2032,Fall,BIO110,88.6
S11096,2030,Fall,MATH101,79.3
S12066,2035,Spring,ENG201,65.8
S11681,2033,Fall,CS150,82.5
S10019,2025,Spring,CS150,60.7
S11956,2034,Fall,CS150,66.9
S11003,2030,Spring,MATH101,73.5
S10768,2028,Summer,BIO110,71.0
S11897,2034,Spring,HIST205,96.8
S11361,2031,Summer,CS150,84.6
S12925,2039,Summer,PSY101,92.7
S11631,2033,Spring,PSY101,75.9
S10775,2028,Spring,PSY101,63.4
S10590,2027,Spring,BIO110,75.2
S13016,2040,Fall,CS150,79.8
S13158,2040,Spring,BIO110,100.0
S11272,2031,Spring,ENG201,71.3
S12546,2037,Summer,CHEM120,77.0
S11784,2033,Summer,BIO110,83.3
S10659,2028,Spring,ENG201,74.8
S10126,2025,Spring,CHEM120,64.1
S13185,2040,Spring,ECON210,100.0
S10574,2027,Fall,CS150,81.3
S10316,2026,Summer,CHEM120,78.8
S12480,2037,Spring,PSY101,83.2
S12942,2039,Spring,MATH101,95.8
S13192,2040,Fall,ENG201,100.0
S10645,2028,Summer,HIST205,73.8
S11341,2031,Fall,BIO110,80.0
S10025,2025,Fall,CS150,72.9
S12100,2035,Spring,ECON210,88.3
S10169,2025,Spring,HIST205,66.0
S11506,2032,Summer,ECON210,86.9
S11722,2033,Summer,PSY101,88.6
S13039,2040,Summer,MATH101,90.3
S11614,2033,Fall,ENG201,81.2
S10453,2027,Summer,PSY101,78.7
S13164,2040,Spring,MATH101,82.8
S10046,2025,Spring,CHEM120,68.3
S10553,2027,Summer,CHEM120,76.7
S11594,2032,Fall,CHEM120,62.4
S10948,2029,Fall,ENG201,77.0
S11238,2031,Summer,CS150,84.6
S10396,2026,Summer,ECON210,59.6
S12494,2037,Fall,ECON210,77.9
S10638,2028,Summer,PSY101,65.7
S10680,2028,Summer,CS150,81.8
S11124,2030,Summer,CS150,91.7
S13106,2040,Spring,PSY101,81.7
S10091,2025,Fall,HIST205,79.7
S12063,2035,Summer,HIST205,84.5
S10745,2028,Fall,CS150,70.2
S10152,2025,Fall,CS150,66.6
S11018,2030,Spring,ENG201,76.1
S11553,2032,Spring,PSY101,74.7
S12463,2037,Fall,HIST205,78.1
S10779,2028,Fall,BIO110,81.0
S10471,2027,Summer,MATH101,56.3
S10943,2029,Spring,HIST205,76.5
S10516,2027,Spring,ENG201,78.7
S10141,2025,Fall,BIO110,82.5
S12746,2038,Fall,CHEM120,91.3
S11699,2033,Spring,MATH101,84.1
S11267,2031,Fall,PSY101,72.8
S11176,2030,Fall,PSY101,65.1
S11175,2030,Summer,ECON210,76.4
S11230,2031,Fall,CS150,75.5
S10486,2027,Spring,HIST205,69.5
S11251,2031,Summer,BIO110,86.7
S10800,2029,Spring,BIO110,84.8
S12481,2037,Fall,CS150,100.0
S10463,2027,Fall,ECON210,76.4
S12138,2035,Fall,MATH101,75.4
S11411,2032,Summer,ENG201,85.8
S10989,2029,Spring,BIO110,77.5
S11913,2034,Summer,BIO110,88.0
S12772,2038,Fall,HIST205,87.9
S12788,2038,Summer,PSY101,85.7
S12334,2036,Spring,CS150,93.8
S11150,2030,Spring,PSY101,70.7
S12311,2036,Fall,ECON210,100.0
S11822,2034,Summer,ECON210,82.2
S10002,2025,Spring,CHEM120,77.2
S12170,2035,Spring,HIST205,93.2
S11664,2033,Summer,ENG201,93.0
S11090,2030,Spring,BIO110,78.1
S12903,2039,Summer,CHEM120,93.3
S12869,2039,Spring,HIST205,100.0
S11692,2033,Fall,MATH101,89.6
S11106,2030,Summer,CHEM120,83.6
S12684,2038,Spring,BIO110,92.0
S10431,2027,Summer,HIST205,58.4
S11227,2031,Fall,ECON210,78.8
S12845,2039,Fall,MATH101,81.9
S10145,2025,Fall,CHEM120,78.3
S12943,2039,Summer,HIST205,89.1
S10810,2029,Summer,HIST205,75.8
S11928,2034,Fall,HIST205,92.8
S12483,2037,Summer,CS150,81.9
S12785,2038,Fall,PSY101,86.5
S12905,2039,Spring,PSY101,96.7
S12203,2036,Summer,CS150,76.3
S12379,2036,Spring,PSY101,88.7
S10380,2026,Fall,ECON210,66.6
S12985,2039,Summer,CS150,83.0
S11320,2031,Spring,ENG201,80.5
S10535,2027,Fall,MATH101,75.0
S12041,2035,Summer,BIO110,82.1
S11771,2033,Fall,ECON210,96.2
S10585,2027,Fall,CHEM120,76.7
S10914,2029,Fall,BIO110,76.6
S10123,2025,Spring,ECON210,60.8
S10112,2025,Summer,ECON210,72.5
S10418,2027,Spring,HIST205,84.1
S11351,2031,Summer,CHEM120,65.6
S12378,2036,Summer,ENG201,83.4
S12134,2035,Spring,ENG201,82.5
S11474,2032,Fall,ENG201,75.1
S12553,2037,Summer,BIO110,91.1
S11284,2031,Summer,PSY101,73.7
S10764,2028,Fall,ENG201,85.2
S11304,2031,Fall,CS150,84.3
S12265,2036,Summer,CS150,96.2
S12293,2036,Spring,MATH101,80.2
S11281,2031,Summer,ENG201,78.8
S11972,2034,Fall,ENG201,89.2
S11548,2032,Summer,ENG201,87.5
S10541,2027,Fall,HIST205,65.6
S13046,2040,Summer,PSY101,100.0
S11890,2034,Fall,PSY101,88.4
S10721,2028,Summer,ENG201,62.3
S10132,2025,Summer,HIST205,63.5
S11971,2034,Summer,MATH101,60.5
S11102,2030,Summer,ENG201,95.4
S12761,2038,Spring,BIO110,82.9
S11147,2030,Fall,ECON210,67.1
S10517,2027,Summer,ENG201,66.8
S12102,2035,Spring,ECON210,78.4
S12748,2038,Summer,HIST205,92.4
S10843,2029,Fall,ECON210,80.4
S12159,2035,Fall,BIO110,89.8
S10749,2028,Summer,HIST205,64.7
S10501,2027,Summer,MATH101,89.9
S12278,2036,Fall,ECON210,92.0
S10450,2027,Fall,ENG201,74.2
S10433,2027,Summer,ECON210,80.4
S10651,2028,Summer,ECON210,85.0
S10510,2027,Fall,ENG201,76.8
S12687,2038,Summer,BIO110,77.0
S11516,2032,Spring,PSY101,93.4
S12055,2035,Spring,MATH101,78.8
S11048,2030,Summer,BIO110,90.5
S12634,2038,Fall,MATH101,100.0
S12139,2035,Fall,PSY101,73.6
S12352,2036,Summer,ENG201,92.1
S12467,2037,Fall,ECON210,88.3
S11589,2032,Fall,PSY101,82.0
S10538,2027,Spring,ECON210,82.7
S10693,2028,Fall,ENG201,80.9
S12451,2037,Summer,CHEM120,81.3
S10079,2025,Fall,CS150,56.1
S10456,2027,Summer,HIST205,73.8
S10219,2026,Fall,PSY101,74.0
S12327,2036,Spring,ENG201,83.6
S12632,2038,Summer,ECON210,90.9
S12445,2037,Fall,MATH101,90.1
S12577,2037,Spring,PSY101,96.0
S10063,2025,Fall,ECON210,62.4
S10094,2025,Spring,CHEM120,68.9
S12979,2039,Summer,PSY101,92.3
S12377,2036,Spring,CS150,76.1
S11642,2033,Spring,CS150,82.0
S12887,2039,Summer,ENG201,100.0
S13041,2040,Spring,CS150,93.3
S10150,2025,Summer,CS150,74.0
S10100,2025,Fall,MATH101,60.7
S12600,2038,Summer,MATH101,74.3
S11443,2032,Fall,HIST205,71.0
S10797,2028,Fall,BIO110,81.5
S10842,2029,Spring,PSY101,68.4
S10197,2025,Spring,BIO110,73.2
S12238,2036,Fall,CS150,83.4
S11139,2030,Fall,ECON210,84.3
S10335,2026,Fall,MATH101,72.2
S10107,2025,Spring,ECON210,73.4
S13187,2040,Fall,MATH101,99.1
S12736,2038,Spring,BIO110,86.7
S11477,2032,Fall,ECON210,84.7
S12317,2036,Summer,CS150,81.7
S11377,2031,Fall,ENG201,88.3
S10143,2025,Spring,ENG201,73.5
S12191,2035,Spring,BIO110,89.0
S11815,2034,Spring,MATH101,76.9
S12782,2038,Summer,BIO110,79.7
S10834,2029,Fall,ECON210,77.1
S10803,2029,Summer,CHEM120,73.6
S10682,2028,Spring,PSY101,71.8
S10291,2026,Fall,PSY101,69.4
S10306,2026,Spring,ECON210,83.6
S12946,2039,Spring,BIO110,91.3
S12148,2035,Summer,PSY101,84.5
S12320,2036,Fall,BIO110,90.2
S13011,2040,Fall,ECON210,100.0
S12694,2038,Spring,CS150,92.0
S11546,2032,Spring,PSY101,73.3
S13035,2040,Spring,HIST205,95.6
S11565,2032,Summer,BIO110,79.1
S10915,2029,Fall,CS150,79.6
S12309,2036,Fall,CHEM120,93.8
S11402,2032,Summer,PSY101,90.8
S11215,2031,Summer,CHEM120,90.0
S11027,2030,Spring,BIO110,79.6
S11384,2031,Summer,ECON210,85.9
S11693,2033,Fall,HIST205,71.9
S12781,2038,Fall,MATH101,84.1
S11989,2034,Summer,ENG201,87.5
S13162,2040,Fall,HIST205,88.3
S12638,2038,Spring,ECON210,81.1
S11758,2033,Fall,CHEM120,95.6
S12829,2039,Summer,BIO110,87.7
S11832,2034,Summer,ECON210,91.6
S11345,2031,Summer,ECON210,68.1
S10127,2025,Spring,PSY101,67.5
S12533,2037,Fall,CS150,80.7
S10666,2028,Fall,PSY101,74.0
S12544,2037,Summer,MATH101,100.0
S11322,2031,Spring,PSY101,79.4
S12069,2035,Summer,ECON210,92.7
S11543,2032,Fall,ECON210,77.7
S11282,2031,Fall,MATH101,85.7
S10763,2028,Spring,CS150,75.2
S11932,2034,Summer,HIST205,80.3
S12440,2037,Summer,MATH101,100.0
S11357,2031,Summer,PSY101,83.1
S10622,2028,Fall,MATH101,91.1
S12862,2039,Summer,CHEM120,81.8
S12647,2038,Fall,CHEM120,78.1
S12228,2036,Spring,BIO110,71.7
S11634,2033,Fall,CS150,80.0
S10327,2026,Fall,ENG201,79.7
S10697,2028,Summer,HIST205,66.0
S13074,2040,Spring,PSY101,86.1
S11421,2032,Summer,CHEM120,89.9
S12953,2039,Spring,CHEM120,100.0
S11456,2032,Summer,HIST205,87.4
S12863,2039,Fall,BIO110,96.1
S13178,2040,Fall,ECON210,99.8
S11110,2030,Fall,BIO110,77.1
S12498,2037,Fall,CS150,94.3
S11643,2033,Spring,HIST205,86.3
S10617,2028,Spring,CS150,81.8
S12220,2036,Summer,ENG201,83.8
S12725,2038,Spring,ENG201,89.4
S10707,2028,Spring,HIST205,90.0
S12299,2036,Summer,CS150,74.6
S11842,2034,Spring,ENG201,79.6
S10913,2029,Summer,ENG201,90.0
S12119,2035,Fall,CHEM120,83.8
S10300,2026,Fall,PSY101,66.7
S10572,2027,Spring,BIO110,77.3
S11222,2031,Fall,CHEM120,85.1
S11186,2030,Fall,MATH101,70.8
S11294,2031,Summer,MATH101,80.7
S10623,2028,Spring,MATH101,86.8
S11957,2034,Fall,HIST205,100.0
S13141,2040,Fall,BIO110,75.0
S12931,2039,Fall,BIO110,87.0
S10118,2025,Spring,CHEM120,81.1
S11134,2030,Summer,BIO110,76.7
S11648,2033,Spring,CHEM120,92.2
S12150,2035,Summer,BIO110,83.9
S10125,2025,Spring,MATH101,89.5
S11280,2031,Fall,CHEM120,81.1
S12193,2035,Summer,MATH101,74.4
S10822,2029,Spring,ECON210,95.7
S10644,2028,Summer,CS150,74.0
S10692,2028,Spring,MATH101,67.4
S10173,2025,Fall,CHEM120,74.7
S12493,2037,Spring,ENG201,99.5
S11059,2030,Fall,CS150,75.7
S12681,2038,Summer,ECON210,86.9
S11580,2032,Spring,PSY101,82.9
S12154,2035,Fall,CHEM120,75.3
S10060,2025,Fall,PSY101,68.2
S12393,2036,Fall,PSY101,81.5
S11666,2033,Fall,BIO110,74.7
S10939,2029,Summer,MATH101,72.8
S12605,2038,Spring,CS150,87.9
S10846,2029,Fall,CHEM120,79.6
S11619,2033,Fall,BIO110,91.9
S13109,2040,Spring,ENG201,77.0
S12886,2039,Spring,MATH101,86.5
S13174,2040,Fall,HIST205,84.0
S13042,2040,Summer,HIST205,87.3
S13060,2040,Spring,HIST205,94.5
S12277,2036,Spring,MATH101,77.5
S11264,2031,Fall,ECON210,81.4
S10849,2029,Spring,CS150,73.1
S10762,2028,Spring,ECON210,96.5
S10544,2027,Summer,ENG201,54.9
S12259,2036,Fall,MATH101,88.3
S10350,2026,Spring,HIST205,75.8
S11034,2030,Summer,MATH101,74.8
S11893,2034,Spring,PSY101,83.1
S12207,2036,Fall,BIO110,89.5
S11542,2032,Spring,CHEM120,94.6
S11880,2034,Summer,CHEM120,91.7
S12986,2039,Summer,CS150,89.7
S12834,2039,Spring,PSY101,88.7
S10899,2029,Fall,PSY101,70.8
S12892,2039,Summer,ECON210,96.8
S12077,2035,Summer,MATH101,95.0
S10282,2026,Spring,PSY101,86.0
S13175,2040,Fall,MATH101,86.0
S13143,2040,Spring,PSY101,87.2
S11380,2031,Spring,HIST205,85.4
S10203,2026,Fall,ENG201,81.8
S12241,2036,Spring,HIST205,91.3
S11902,2034,Spring,MATH101,93.4
S12365,2036,Spring,BIO110,98.9
S12343,2036,Summer,CS150,82.5
S12855,2039,Summer,MATH101,86.6
S12988,2039,Fall,ECON210,81.6
S10420,2027,Fall,ECON210,91.2
S10241,2026,Summer,HIST205,72.4
S12441,2037,Spring,HIST205,99.1
S13165,2040,Fall,ECON210,78.0
S11038,2030,Fall,MATH101,80.5
S10085,2025,Spring,ECON210,68.0
S10208,2026,Spring,CHEM120,77.5
S12556,2037,Spring,ENG201,66.9
S10227,2026,Spring,CS150,64.7
S10936,2029,Summer,CHEM120,69.2
S10896,2029,Spring,ECON210,76.0
S12941,2039,Spring,BIO110,86.9
S10213,2026,Fall,PSY101,78.5
S11954,2034,Summer,CHEM120,79.2
S12619,2038,Fall,ECON210,100.0
S10547,2027,Fall,HIST205,73.0
S10095,2025,Spring,ENG201,60.3
S12342,2036,Fall,PSY101,90.6
S13061,2040,Spring,MATH101,89.3
S10528,2027,Spring,BIO110,76.7
S11268,2031,Spring,MATH101,74.1
S12561,2037,Fall,PSY101,88.7
S12530,2037,Summer,MATH101,91.8
S10464,2027,Spring,CHEM120,73.8
S11487,2032,Fall,PSY101,67.2
S10881,2029,Summer,PSY101,73.1
S12163,2035,Fall,PSY101,94.5
S12554,2037,Spring,CS150,81.1
S12655,2038,Spring,CS150,96.2
S11305,2031,Summer,BIO110,72.8
S12438,2037,Fall,MATH101,84.5
S10324,2026,Fall,CHEM120,65.3
S10731,2028,Fall,CS150,68.2
S11701,2033,Spring,CHEM120,86.6
S13135,2040,Spring,CHEM120,95.5
S10037,2025,Fall,BIO110,56.3
S10096,2025,Summer,MATH101,74.4
S11731,2033,Summer,CS150,79.9
S11252,2031,Fall,CS150,64.1
S11545,2032,Fall,CS150,85.1
S10621,2028,Spring,ENG201,79.8
S11011,2030,Spring,PSY101,80.2
S11219,2031,Spring,HIST205,97.2
S10206,2026,Spring,ECON210,77.5
S11007,2030,Spring,PSY101,83.7
S10320,2026,Spring,MATH101,74.1
S10408,2027,Summer,MATH101,75.6
S12701,2038,Summer,PSY101,98.1
S11937,2034,Summer,ENG201,87.7
S10988,2029,Summer,ECON210,75.6
S12528,2037,Summer,CHEM120,100.0
S12860,2039,Spring,PSY101,86.4
S10424,2027,Fall,CHEM120,79.8
S12624,2038,Spring,ENG201,92.6
S13195,2040,Summer,HIST205,77.0
S12818,2039,Summer,MATH101,93.8
S10853,2029,Spring,MATH101,86.8
S12559,2037,Summer,HIST205,95.4
S10600,2028,Summer,MATH101,82.1
S12105,2035,Fall,MATH101,98.5
S10959,2029,Spring,HIST205,80.9
S11518,2032,Summer,CS150,73.1
S10449,2027,Summer,CS150,66.2
S11039,2030,Fall,ECON210,87.0
S12764,2038,Spring,HIST205,91.4
S10897,2029,Summer,ECON210,78.5
S10704,2028,Summer,MATH101,63.5
S12117,2035,Fall,ECON210,77.4
S12255,2036,Summer,HIST205,89.6
S11714,2033,Summer,MATH101,78.4
S12841,2039,Summer,ECON210,78.5
S11388,2031,Summer,ENG201,80.3
S11473,2032,Fall,ENG201,81.5
S10918,2029,Spring,ENG201,73.8
S12865,2039,Fall,CS150,88.2
S11609,2033,Spring,CS150,80.6
S11508,2032,Summer,HIST205,82.0
S10969,2029,Fall,CHEM120,65.9
S10854,2029,Summer,ECON210,88.7
S11933,2034,Fall,PSY101,83.2
S11841,2034,Summer,MATH101,68.9
S11133,2030,Spring,BIO110,82.3
S11492,2032,Fall,BIO110,76.8
S12195,2035,Fall,HIST205,80.0
S12110,2035,Fall,CHEM120,81.0
S11947,2034,Fall,BIO110,83.8
S11081,2030,Spring,ENG201,75.9
S10124,2025,Fall,ENG201,76.7
S10474,2027,Spring,ECON210,87.8
S10999,2029,Spring,PSY101,81.9
S13009,2040,Spring,CHEM120,88.2
S11852,2034,Fall,MATH101,74.5
S10818,2029,Summer,ENG201,78.0
S10998,2029,Summer,MATH101,72.8
S11869,2034,Spring,BIO110,80.7
S12450,2037,Summer,PSY101,80.7
S12901,2039,Fall,ECON210,87.3
S12851,2039,Fall,CS150,97.3
S13082,2040,Spring,ECON210,76.3
S12403,2037,Fall,ENG201,85.8
S10884,2029,Spring,ECON210,82.8
S10210,2026,Summer,CS150,77.9
S12209,2036,Spring,CS150,86.7
S10683,2028,Spring,BIO110,79.9
S10104,2025,Summer,ECON210,70.7
S10802,2029,Spring,PSY101,78.1
S11166,2030,Summer,PSY101,89.7
S12143,2035,Fall,BIO110,87.3
S10412,2027,Spring,CHEM120,62.4
S12982,2039,Fall,MATH101,96.5
S11198,2030,Summer,MATH101,80.5
S10920,2029,Summer,PSY101,85.9
S11850,2034,Summer,HIST205,78.8
S12808,2039,Fall,MATH101,98.0
S13132,2040,Fall,MATH101,78.2
S10911,2029,Fall,ECON210,79.1
S12598,2037,Fall,BIO110,97.6
S12666,2038,Summer,ENG201,96.1
S11275,2031,Fall,HIST205,81.1
S10044,2025,Spring,CS150,60.2
S11872,2034,Summer,CS150,81.5
S10970,2029,Fall,PSY101,78.4
S12814,2039,Fall,CS150,100.0
S12919,2039,Summer,HIST205,100.0
S11734,2033,Summer,CHEM120,89.1
S12784,2038,Spring,MATH101,85.4
S11355,2031,Spring,HIST205,59.3
S11103,2030,Summer,HIST205,77.5
S11494,2032,Summer,HIST205,93.7
S10495,2027,Fall,PSY101,79.0
S10297,2026,Summer,PSY101,75.8
S12667,2038,Spring,BIO110,79.5
S10428,2027,Spring,HIST205,83.1
S10054,2025,Fall,PSY101,80.2
S10385,2026,Summer,MATH101,74.5
S10032,2025,Summer,CS150,71.9
S11827,2034,Spring,ENG201,95.3
S11598,2032,Fall,CHEM120,81.5
S11610,2033,Spring,HIST205,80.3
S10276,2026,Summer,ECON210,74.9
S10256,2026,Summer,PSY101,83.5
S10179,2025,Summer,MATH101,93.8
S11531,2032,Spring,HIST205,67.2
S12809,2039,Summer,BIO110,86.3
S11502,2032,Spring,PSY101,74.8
S11263,2031,Summer,MATH101,72.6
S11266,2031,Spring,MATH101,79.1
S13002,2040,Summer,ENG201,88.7
S10996,2029,Summer,ECON210,91.7
S12825,2039,Fall,ECON210,100.0
S10829,2029,Summer,ENG201,75.1
S11422,2032,Summer,BIO110,78.4
S12602,2038,Summer,HIST205,84.3
S10351,2026,Summer,CHEM120,85.1
S12395,2036,Summer,CS150,75.1
S10238,2026,Fall,BIO110,68.0
S11530,2032,Fall,HIST205,82.5
S11755,2033,Fall,CHEM120,93.7
S10036,2025,Fall,ENG201,73.7
S11094,2030,Summer,MATH101,84.5
S12089,2035,Fall,PSY101,97.0
S11427,2032,Summer,MATH101,72.5
S10531,2027,Summer,BIO110,61.4
S11237,2031,Summer,CHEM120,75.6
S10160,2025,Fall,HIST205,64.2
S10379,2026,Spring,CHEM120,66.9
S11405,2032,Summer,HIST205,75.3
S10383,2026,Summer,CHEM120,69.1
S11415,2032,Fall,ENG201,88.8
S10542,2027,Summer,HIST205,78.9
S12186,2035,Spring,CS150,73.9
S10921,2029,Fall,ENG201,69.1
S10931,2029,Fall,CS150,92.4
S12118,2035,Spring,ENG201,64.8
S11672,2033,Summer,CS150,79.5
S11729,2033,Summer,CS150,97.4
S12871,2039,Summer,BIO110,94.3
S10170,2025,Spring,ENG201,64.9
S12908,2039,Fall,ENG201,87.1
S12409,2037,Summer,HIST205,78.8
S10373,2026,Summer,ECON210,81.0
S11799,2033,Summer,PSY101,82.8
S11627,2033,Summer,BIO110,92.9
S10233,2026,Summer,PSY101,68.1
S10033,2025,Spring,CS150,63.5
S11936,2034,Fall,HIST205,86.0
S12612,2038,Summer,CHEM120,87.7
S13133,2040,Spring,CS150,100.0
S12723,2038,Fall,ENG201,100.0
S10727,2028,Spring,CHEM120,78.8
S12760,2038,Summer,CS150,94.4
S12447,2037,Fall,MATH101,86.1
S12623,2038,Spring,MATH101,100.0
S11437,2032,Fall,CS150,94.2
S11710,2033,Spring,ECON210,91.5
S10870,2029,Spring,HIST205,75.9
S13124,2040,Spring,CHEM120,90.9
S10220,2026,Summer,CS150,91.9
S11859,2034,Fall,PSY101,86.1
S12819,2039,Summer,ENG201,75.2
S10156,2025,Summer,CS150,86.9
S11128,2030,Spring,PSY101,78.2
S12092,2035,Fall,ECON210,90.3
S12515,2037,Spring,HIST205,90.6
S12940,2039,Summer,BIO110,98.6
S10875,2029,Fall,ECON210,91.7
S12114,2035,Summer,CS150,91.3
S10509,2027,Fall,PSY101,68.0
S11331,2031,Spring,PSY101,89.8
S11653,2033,Summer,MATH101,79.8
S11831,2034,Spring,HIST205,85.9
S10615,2028,Spring,CHEM120,77.0
S10978,2029,Spring,ECON210,64.7
S10162,2025,Spring,CHEM120,81.3
S10895,2029,Fall,PSY101,82.5
S12642,2038,Fall,CHEM120,82.6
S12479,2037,Spring,HIST205,93.5
S12606,2038,Spring,PSY101,84.5
S11074,2030,Fall,ENG201,86.6
S12024,2035,Spring,ENG201,61.2
S11289,2031,Summer,CS150,62.8
S11079,2030,Fall,HIST205,85.5
S12060,2035,Spring,BIO110,92.1
S10317,2026,Fall,ENG201,70.9
S11326,2031,Spring,ENG201,72.5
S11601,2033,Spring,ECON210,93.7
S10949,2029,Summer,ECON210,79.3
S13152,2040,Spring,PSY101,68.7
S11051,2030,Fall,MATH101,81.8
S10082,2025,Summer,CHEM120,83.8
S10190,2025,Spring,HIST205,68.4
S10872,2029,Spring,MATH101,66.3
S11291,2031,Fall,MATH101,99.9
S10889,2029,Fall,BIO110,86.2
S10381,2026,Summer,HIST205,68.5
S11257,2031,Spring,MATH101,83.4
S13065,2040,Summer,BIO110,94.6
S11707,2033,Fall,ECON210,97.9
S11733,2033,Spring,MATH101,80.2
S13154,2040,Fall,BIO110,83.7
S11618,2033,Spring,ECON210,79.3
S11451,2032,Summer,BIO110,95.0
S10549,2027,Spring,PSY101,69.8
S10975,2029,Fall,PSY101,62.2
S10794,2028,Summer,ENG201,67.4
S10912,2029,Summer,CS150,79.3
S12362,2036,Fall,BIO110,74.5
S11675,2033,Spring,CHEM120,80.1
S11049,2030,Summer,CHEM120,89.7
S11641,2033,Spring,ECON210,94.0
S10196,2025,Fall,BIO110,64.9
S13045,2040,Spring,MATH101,75.6
S10735,2028,Fall,CHEM120,79.8
S12056,2035,Summer,CS150,81.5
S12248,2036,Spring,PSY101,85.2
S12917,2039,Summer,HIST205,96.0
S12737,2038,Spring,PSY101,92.1
S11005,2030,Fall,ECON210,81.8
S12790,2038,Summer,ENG201,94.1
S13044,2040,Spring,BIO110,97.7
S13138,2040,Fall,PSY101,95.8
S12126,2035,Fall,PSY101,75.9
S13181,2040,Summer,HIST205,96.2
S12272,2036,Spring,PSY101,81.3
S10824,2029,Summer,MATH101,73.8
S11738,2033,Fall,CHEM120,90.3
S10333,2026,Spring,HIST205,67.9
S10426,2027,Summer,BIO110,66.9
S11635,2033,Spring,MATH101,79.4
S11754,2033,Spring,CHEM120,86.8
S11394,2031,Spring,MATH101,77.1
S13076,2040,Summer,PSY101,98.2
S10364,2026,Fall,ECON210,78.9
S10522,2027,Summer,MATH101,69.4
S12386,2036,Fall,ENG201,84.8
S10189,2025,Summer,BIO110,59.9
S10781,2028,Fall,PSY101,65.3
